depqbf-blo.bash,wf.gc.pyqasp.depqbf-blo.bash,ADFcoherence,C-1-afinput_exp_acyclic_indvary1_step5_batch_yyy07.apx,complete,10,1.092,0.75,0.61,0.14,24,complete,1.092,1.092
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-afinput_exp_cycles_indvary1_step6_batch_yyy02.apx,complete,10,21.277,20.55,20.4,0.15,50.5,complete,21.277,21.277
depqbf-blo.bash,wf.gc.pyqasp.depqbf-blo.bash,ADFcoherence,C-1-BA_120_20_5.apx,complete,10,3.095,2.71,1.69,1.02,28.6,complete,3.095,3.095
depqbf-blo.bash,wf.gc.pyqasp.depqbf-blo.bash,ADFcoherence,C-1-BA_60_60_2.apx,complete,10,2.293,1.79,1.22,0.57,27.1,complete,2.293,2.293
depqbf-blo.bash,wf.gc.pyqasp.depqbf-blo.bash,ADFcoherence,C-1-BA_80_20_4.apx,complete,10,1.667,1.03,0.84,0.19,27.7,complete,1.667,1.667
depqbf-blo.bash,wf.gc.pyqasp.depqbf-blo.bash,ADFcoherence,C-1-bluestar-or-us.gml.20.apx,complete,10,1.326,0.9,0.69,0.21,25.8,complete,1.326,1.326
depqbf-blo.bash,wf.gc.pyqasp.depqbf-blo.bash,ADFcoherence,C-1-calaveras-transit_20151216_1707.gml.50.apx,complete,10,2.447,1.89,1.26,0.63,26.7,complete,2.447,2.447
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-ER_100_100_3.apx,complete,20,10.262,9.49,9.22,0.27,280.6,complete,10.262,10.262
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-grd_1222_5_4.apx,outof time,143,1201.057,1200.53,1197.61,2.92,1090.5,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-grd_3018_3_7.apx,outof time,143,1201.828,1200.55,1197.47,3.08,484.1,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-grd_489_5_8.apx,outof time,143,1201.095,1200.84,1199.36,1.48,240.5,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-grd_5178_1_1.apx,outof time,143,1201.57,1200.95,1198.81,2.14,483.6,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-grd_8034_1_2.apx,outof time,143,1202.624,1200.67,1195.25,5.42,1104.7,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-stb_234_487.apx,complete,10,111.604,110.39,106.88,3.51,82.8,complete,111.604,111.604
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-stb_373_251.apx,complete,10,354.191,352.87,335.63,17.24,144,complete,354.191,354.191
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-stb_463_93.apx,complete,10,292.006,290.61,278.62,11.99,130.1,complete,292.006,292.006
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-WS_200_28_70_10.apx,complete,10,414.708,413.27,394.25,19.02,157.2,complete,414.708,414.708
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-2-afinput_exp_acyclic_depvary_step6_batch_yyy05.apx,outof time,143,1201.876,1200.8,1194.13,6.67,1381.8,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07.apx,outof time,143,1204.925,1200.33,1181.18,19.15,3952,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-2-afinput_exp_cycles_depvary_step3_batch_yyy08.apx,outof time,143,1202.351,1200.46,1193.01,7.45,1445.8,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-2-afinput_exp_cycles_depvary_step4_batch_yyy05.apx,complete,20,1027.237,1024.43,1020.69,3.74,1645.5,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-2-afinput_exp_cycles_indvary2_step1_batch_yyy01.apx,outof time,143,1203.126,1200.31,1188.24,12.07,2567.4,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-2-stb_304_352.apx,complete,10,399.41,397.02,376.09,20.93,153.3,complete,399.41,399.41
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-3-afinput_exp_acyclic_depvary_step7_batch_yyy08.apx,outof time,143,1207.449,1200.18,1180.18,20,3689.3,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,Medium-result-b16.apx,outof time,143,1201.577,1200.78,1197.6,3.18,3195.7,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,Medium-result-b17.apx,outof time,143,1201.65,1200.6,1198.06,2.54,564.2,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,Medium-result-b1.apx,outof time,143,1201.19,1200.47,1196.81,3.66,3588.8,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,Medium-result-b23.apx,outof time,143,1202.538,1200.98,1196.23,4.75,672.8,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,Medium-result-b24.apx,outof time,143,1201.962,1200.62,1196.81,3.81,3679.6,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,Medium-result-b25.apx,outof time,143,1201.476,1200.3,1195.78,4.52,609.6,outof time,8000,1600
